AbduceStrategy,Case,ChanceAnd,ChanceSplit,ChangePct,ChangedRatioMin,Changes,Explained,ExplainedPct,ExplainedRatioMax,Inconsistent,Microseconds,Nodes,Same,Strategy,Strokes,WhiteStrategy
min-in-deg-min-anc,225,0.75,0.25,21.37404580152672,1.0,28,1,100.0,1.0,12,21867221,131,true,min-in-deg-min-anc_min-ancestors,222,min-ancestors
rand,226,0.75,0.25,9.042553191489363,1.636363636363636,17,1,100.0,1.0,12,36103317,188,false,rand_min-ancestors,256,min-ancestors
min-in-degree,226,0.75,0.25,5.319148936170213,1.0,10,1,100.0,1.0,12,23806462,188,false,min-in-degree_min-ancestors,256,min-ancestors
max-in-degree,226,0.75,0.25,5.319148936170213,1.0,10,1,100.0,1.0,12,27204522,188,false,max-in-degree_min-ancestors,256,min-ancestors
min-ancestors,226,0.75,0.25,5.319148936170213,1.0,10,1,100.0,1.0,12,24338630,188,false,min-ancestors_min-ancestors,256,min-ancestors
max-ancestors,226,0.75,0.25,9.042553191489363,1.636363636363636,17,1,100.0,1.0,12,39839859,188,false,max-ancestors_min-ancestors,256,min-ancestors
min-anc-max-in-deg,226,0.75,0.25,5.319148936170213,1.0,10,1,100.0,1.0,12,23958505,188,false,min-anc-max-in-deg_min-ancestors,256,min-ancestors
max-in-deg-min-anc,226,0.75,0.25,5.319148936170213,1.0,10,1,100.0,1.0,12,23867791,188,false,max-in-deg-min-anc_min-ancestors,256,min-ancestors
min-anc-min-in-deg,226,0.75,0.25,5.319148936170213,1.0,10,1,100.0,1.0,12,23912174,188,false,min-anc-min-in-deg_min-ancestors,256,min-ancestors
min-in-deg-min-anc,226,0.75,0.25,5.319148936170213,1.0,10,1,100.0,1.0,12,23058928,188,false,min-in-deg-min-anc_min-ancestors,256,min-ancestors
rand,227,0.75,0.25,16.5,1.0,33,1,100.0,1.0,12,51541127,200,false,rand_min-ancestors,275,min-ancestors
min-in-degree,227,0.75,0.25,16.5,1.0,33,1,100.0,1.0,12,52476011,200,false,min-in-degree_min-ancestors,275,min-ancestors
max-in-degree,227,0.75,0.25,27.500000000000004,1.647058823529412,55,1,100.0,1.0,12,83645181,200,false,max-in-degree_min-ancestors,275,min-ancestors
min-ancestors,227,0.75,0.25,16.5,1.0,33,1,100.0,1.0,12,53644596,200,false,min-ancestors_min-ancestors,275,min-ancestors
max-ancestors,227,0.75,0.25,27.500000000000004,1.647058823529412,55,1,100.0,1.0,12,90242558,200,false,max-ancestors_min-ancestors,275,min-ancestors
min-anc-max-in-deg,227,0.75,0.25,16.5,1.0,33,1,100.0,1.0,12,56609105,200,false,min-anc-max-in-deg_min-ancestors,275,min-ancestors
max-in-deg-min-anc,227,0.75,0.25,16.5,1.0,33,1,100.0,1.0,12,51127396,200,false,max-in-deg-min-anc_min-ancestors,275,min-ancestors
min-anc-min-in-deg,227,0.75,0.25,16.5,1.0,33,1,100.0,1.0,12,54532979,200,false,min-anc-min-in-deg_min-ancestors,275,min-ancestors
min-in-deg-min-anc,227,0.75,0.25,16.5,1.0,33,1,100.0,1.0,12,56842093,200,false,min-in-deg-min-anc_min-ancestors,275,min-ancestors
rand,228,0.75,0.25,2.631578947368421,1.0,1,1,100.0,1.0,12,1488896,38,true,rand_min-ancestors,69,min-ancestors
min-in-degree,228,0.75,0.25,2.631578947368421,1.0,1,1,100.0,1.0,12,1490499,38,true,min-in-degree_min-ancestors,69,min-ancestors
max-in-degree,228,0.75,0.25,2.631578947368421,1.0,1,1,100.0,1.0,12,1478812,38,true,max-in-degree_min-ancestors,69,min-ancestors
min-ancestors,228,0.75,0.25,2.631578947368421,1.0,1,1,100.0,1.0,12,1496577,38,true,min-ancestors_min-ancestors,69,min-ancestors
max-ancestors,228,0.75,0.25,2.631578947368421,1.0,1,1,100.0,1.0,12,1473716,38,true,max-ancestors_min-ancestors,69,min-ancestors
min-anc-max-in-deg,228,0.75,0.25,2.631578947368421,1.0,1,1,100.0,1.0,12,1487086,38,true,min-anc-max-in-deg_min-ancestors,69,min-ancestors
max-in-deg-min-anc,228,0.75,0.25,2.631578947368421,1.0,1,1,100.0,1.0,12,1481511,38,true,max-in-deg-min-anc_min-ancestors,69,min-ancestors
min-anc-min-in-deg,228,0.75,0.25,2.631578947368421,1.0,1,1,100.0,1.0,12,1486022,38,true,min-anc-min-in-deg_min-ancestors,69,min-ancestors
min-in-deg-min-anc,228,0.75,0.25,2.631578947368421,1.0,1,1,100.0,1.0,12,1489327,38,true,min-in-deg-min-anc_min-ancestors,69,min-ancestors
rand,229,0.75,0.25,3.4090909090909087,4.0,3,0,0.0,1.0,12,20508340,88,false,rand_min-ancestors,167,min-ancestors
min-in-degree,229,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,52385114,88,false,min-in-degree_min-ancestors,167,min-ancestors
max-in-degree,229,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,43637567,88,false,max-in-degree_min-ancestors,167,min-ancestors
min-ancestors,229,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,46412094,88,false,min-ancestors_min-ancestors,167,min-ancestors
max-ancestors,229,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,50566558,88,false,max-ancestors_min-ancestors,167,min-ancestors
min-anc-max-in-deg,229,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,43069319,88,false,min-anc-max-in-deg_min-ancestors,167,min-ancestors
max-in-deg-min-anc,229,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,43224546,88,false,max-in-deg-min-anc_min-ancestors,167,min-ancestors
min-anc-min-in-deg,229,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,43148737,88,false,min-anc-min-in-deg_min-ancestors,167,min-ancestors
min-in-deg-min-anc,229,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,43574807,88,false,min-in-deg-min-anc_min-ancestors,167,min-ancestors
rand,230,0.75,0.25,3.9215686274509802,1.0,2,0,0.0,1.0,12,14739045,51,false,rand_min-ancestors,77,min-ancestors
min-in-degree,230,0.75,0.25,3.9215686274509802,1.0,2,0,0.0,1.0,12,14280849,51,false,min-in-degree_min-ancestors,77,min-ancestors
max-in-degree,230,0.75,0.25,3.9215686274509802,1.0,2,0,0.0,1.0,12,19721072,51,false,max-in-degree_min-ancestors,77,min-ancestors
min-ancestors,230,0.75,0.25,3.9215686274509802,1.0,2,0,0.0,1.0,12,14185202,51,false,min-ancestors_min-ancestors,77,min-ancestors
max-ancestors,230,0.75,0.25,3.9215686274509802,1.0,2,0,0.0,1.0,12,14166284,51,false,max-ancestors_min-ancestors,77,min-ancestors
min-anc-max-in-deg,230,0.75,0.25,3.9215686274509802,1.0,2,0,0.0,1.0,12,14186471,51,false,min-anc-max-in-deg_min-ancestors,77,min-ancestors
max-in-deg-min-anc,230,0.75,0.25,3.9215686274509802,1.0,2,0,0.0,1.0,12,14201050,51,false,max-in-deg-min-anc_min-ancestors,77,min-ancestors
min-anc-min-in-deg,230,0.75,0.25,3.9215686274509802,1.0,2,0,0.0,1.0,12,14188588,51,false,min-anc-min-in-deg_min-ancestors,77,min-ancestors
min-in-deg-min-anc,230,0.75,0.25,3.9215686274509802,1.0,2,0,0.0,1.0,12,14171011,51,false,min-in-deg-min-anc_min-ancestors,77,min-ancestors
rand,231,0.75,0.25,17.80821917808219,1.0,13,1,100.0,1.0,12,8046057,73,true,rand_min-ancestors,90,min-ancestors
min-in-degree,231,0.75,0.25,17.80821917808219,1.0,13,1,100.0,1.0,12,8048609,73,true,min-in-degree_min-ancestors,90,min-ancestors
max-in-degree,231,0.75,0.25,17.80821917808219,1.0,13,1,100.0,1.0,12,8015016,73,true,max-in-degree_min-ancestors,90,min-ancestors
min-ancestors,231,0.75,0.25,17.80821917808219,1.0,13,1,100.0,1.0,12,8476641,73,true,min-ancestors_min-ancestors,90,min-ancestors
max-ancestors,231,0.75,0.25,17.80821917808219,1.0,13,1,100.0,1.0,12,8302963,73,true,max-ancestors_min-ancestors,90,min-ancestors
min-anc-max-in-deg,231,0.75,0.25,17.80821917808219,1.0,13,1,100.0,1.0,12,8153902,73,true,min-anc-max-in-deg_min-ancestors,90,min-ancestors
max-in-deg-min-anc,231,0.75,0.25,17.80821917808219,1.0,13,1,100.0,1.0,12,8288260,73,true,max-in-deg-min-anc_min-ancestors,90,min-ancestors
min-anc-min-in-deg,231,0.75,0.25,17.80821917808219,1.0,13,1,100.0,1.0,12,8193972,73,true,min-anc-min-in-deg_min-ancestors,90,min-ancestors
min-in-deg-min-anc,231,0.75,0.25,17.80821917808219,1.0,13,1,100.0,1.0,12,8296187,73,true,min-in-deg-min-anc_min-ancestors,90,min-ancestors
rand,232,0.75,0.25,7.82122905027933,1.0,14,1,100.0,1.0,12,17283873,179,true,rand_min-ancestors,264,min-ancestors
min-in-degree,232,0.75,0.25,7.82122905027933,1.0,14,1,100.0,1.0,12,12188116,179,true,min-in-degree_min-ancestors,264,min-ancestors
max-in-degree,232,0.75,0.25,7.82122905027933,1.0,14,1,100.0,1.0,12,17069042,179,true,max-in-degree_min-ancestors,264,min-ancestors
min-ancestors,232,0.75,0.25,7.82122905027933,1.0,14,1,100.0,1.0,12,12238883,179,true,min-ancestors_min-ancestors,264,min-ancestors
max-ancestors,232,0.75,0.25,7.82122905027933,1.0,14,1,100.0,1.0,12,17403767,179,true,max-ancestors_min-ancestors,264,min-ancestors
min-anc-max-in-deg,232,0.75,0.25,7.82122905027933,1.0,14,1,100.0,1.0,12,12115122,179,true,min-anc-max-in-deg_min-ancestors,264,min-ancestors
max-in-deg-min-anc,232,0.75,0.25,7.82122905027933,1.0,14,1,100.0,1.0,12,12094328,179,true,max-in-deg-min-anc_min-ancestors,264,min-ancestors
min-anc-min-in-deg,232,0.75,0.25,7.82122905027933,1.0,14,1,100.0,1.0,12,12107275,179,true,min-anc-min-in-deg_min-ancestors,264,min-ancestors
min-in-deg-min-anc,232,0.75,0.25,7.82122905027933,1.0,14,1,100.0,1.0,12,12108667,179,true,min-in-deg-min-anc_min-ancestors,264,min-ancestors
rand,233,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,100366945,161,true,rand_min-ancestors,268,min-ancestors
min-in-degree,233,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,113984512,161,true,min-in-degree_min-ancestors,268,min-ancestors
max-in-degree,233,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,129918919,161,true,max-in-degree_min-ancestors,268,min-ancestors
min-ancestors,233,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,120088080,161,true,min-ancestors_min-ancestors,268,min-ancestors
max-ancestors,233,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,92818400,161,true,max-ancestors_min-ancestors,268,min-ancestors
min-anc-max-in-deg,233,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,118929793,161,true,min-anc-max-in-deg_min-ancestors,268,min-ancestors
max-in-deg-min-anc,233,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,86642532,161,true,max-in-deg-min-anc_min-ancestors,268,min-ancestors
min-anc-min-in-deg,233,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,105733488,161,true,min-anc-min-in-deg_min-ancestors,268,min-ancestors
min-in-deg-min-anc,233,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,50160450,161,true,min-in-deg-min-anc_min-ancestors,268,min-ancestors
rand,234,0.75,0.25,17.6056338028169,1.238095238095238,25,1,100.0,1.0,12,57538870,142,false,rand_min-ancestors,225,min-ancestors
min-in-degree,234,0.75,0.25,16.19718309859155,1.142857142857143,23,1,100.0,1.0,12,60832808,142,false,min-in-degree_min-ancestors,225,min-ancestors
max-in-degree,234,0.75,0.25,14.084507042253518,1.0,20,1,100.0,1.0,12,48928732,142,false,max-in-degree_min-ancestors,225,min-ancestors
min-ancestors,234,0.75,0.25,14.084507042253518,1.0,20,1,100.0,1.0,12,50722717,142,false,min-ancestors_min-ancestors,225,min-ancestors
max-ancestors,234,0.75,0.25,17.6056338028169,1.238095238095238,25,1,100.0,1.0,12,70036802,142,false,max-ancestors_min-ancestors,225,min-ancestors
min-anc-max-in-deg,234,0.75,0.25,14.084507042253518,1.0,20,1,100.0,1.0,12,51448888,142,false,min-anc-max-in-deg_min-ancestors,225,min-ancestors
max-in-deg-min-anc,234,0.75,0.25,14.084507042253518,1.0,20,1,100.0,1.0,12,40994588,142,false,max-in-deg-min-anc_min-ancestors,225,min-ancestors
min-anc-min-in-deg,234,0.75,0.25,14.084507042253518,1.0,20,1,100.0,1.0,12,51388443,142,false,min-anc-min-in-deg_min-ancestors,225,min-ancestors
min-in-deg-min-anc,234,0.75,0.25,14.084507042253518,1.0,20,1,100.0,1.0,12,68257095,142,false,min-in-deg-min-anc_min-ancestors,225,min-ancestors
rand,235,0.75,0.25,9.722222222222223,1.0,14,1,100.0,1.0,12,19512201,144,true,rand_min-ancestors,248,min-ancestors
min-in-degree,235,0.75,0.25,9.722222222222223,1.0,14,1,100.0,1.0,12,21800343,144,true,min-in-degree_min-ancestors,248,min-ancestors
max-in-degree,235,0.75,0.25,9.722222222222223,1.0,14,1,100.0,1.0,12,19527915,144,true,max-in-degree_min-ancestors,248,min-ancestors
min-ancestors,235,0.75,0.25,9.722222222222223,1.0,14,1,100.0,1.0,12,19823788,144,true,min-ancestors_min-ancestors,248,min-ancestors
max-ancestors,235,0.75,0.25,9.722222222222223,1.0,14,1,100.0,1.0,12,21790495,144,true,max-ancestors_min-ancestors,248,min-ancestors
min-anc-max-in-deg,235,0.75,0.25,9.722222222222223,1.0,14,1,100.0,1.0,12,22047709,144,true,min-anc-max-in-deg_min-ancestors,248,min-ancestors
max-in-deg-min-anc,235,0.75,0.25,9.722222222222223,1.0,14,1,100.0,1.0,12,19211242,144,true,max-in-deg-min-anc_min-ancestors,248,min-ancestors
min-anc-min-in-deg,235,0.75,0.25,9.722222222222223,1.0,14,1,100.0,1.0,12,19134212,144,true,min-anc-min-in-deg_min-ancestors,248,min-ancestors
min-in-deg-min-anc,235,0.75,0.25,9.722222222222223,1.0,14,1,100.0,1.0,12,24772174,144,true,min-in-deg-min-anc_min-ancestors,248,min-ancestors
rand,236,0.75,0.25,6.206896551724138,1.0,9,1,100.0,1.0,12,12333630,145,true,rand_min-ancestors,210,min-ancestors
min-in-degree,236,0.75,0.25,6.206896551724138,1.0,9,1,100.0,1.0,12,12371280,145,true,min-in-degree_min-ancestors,210,min-ancestors
max-in-degree,236,0.75,0.25,6.206896551724138,1.0,9,1,100.0,1.0,12,12450448,145,true,max-in-degree_min-ancestors,210,min-ancestors
min-ancestors,236,0.75,0.25,6.206896551724138,1.0,9,1,100.0,1.0,12,12421780,145,true,min-ancestors_min-ancestors,210,min-ancestors
max-ancestors,236,0.75,0.25,6.206896551724138,1.0,9,1,100.0,1.0,12,12416776,145,true,max-ancestors_min-ancestors,210,min-ancestors
min-anc-max-in-deg,236,0.75,0.25,6.206896551724138,1.0,9,1,100.0,1.0,12,12464293,145,true,min-anc-max-in-deg_min-ancestors,210,min-ancestors
max-in-deg-min-anc,236,0.75,0.25,6.206896551724138,1.0,9,1,100.0,1.0,12,12404574,145,true,max-in-deg-min-anc_min-ancestors,210,min-ancestors
min-anc-min-in-deg,236,0.75,0.25,6.206896551724138,1.0,9,1,100.0,1.0,12,15554887,145,true,min-anc-min-in-deg_min-ancestors,210,min-ancestors
min-in-deg-min-anc,236,0.75,0.25,6.206896551724138,1.0,9,1,100.0,1.0,12,12329141,145,true,min-in-deg-min-anc_min-ancestors,210,min-ancestors
rand,237,0.75,0.25,0.0,1.0,0,1,100.0,1.0,12,1779214,80,true,rand_min-ancestors,125,min-ancestors
min-in-degree,237,0.75,0.25,0.0,1.0,0,1,100.0,1.0,12,1786115,80,true,min-in-degree_min-ancestors,125,min-ancestors
max-in-degree,237,0.75,0.25,0.0,1.0,0,1,100.0,1.0,12,1780045,80,true,max-in-degree_min-ancestors,125,min-ancestors
min-ancestors,237,0.75,0.25,0.0,1.0,0,1,100.0,1.0,12,1790825,80,true,min-ancestors_min-ancestors,125,min-ancestors
max-ancestors,237,0.75,0.25,0.0,1.0,0,1,100.0,1.0,12,1788072,80,true,max-ancestors_min-ancestors,125,min-ancestors
min-anc-max-in-deg,237,0.75,0.25,0.0,1.0,0,1,100.0,1.0,12,1793570,80,true,min-anc-max-in-deg_min-ancestors,125,min-ancestors
max-in-deg-min-anc,237,0.75,0.25,0.0,1.0,0,1,100.0,1.0,12,1802548,80,true,max-in-deg-min-anc_min-ancestors,125,min-ancestors
min-anc-min-in-deg,237,0.75,0.25,0.0,1.0,0,1,100.0,1.0,12,1784196,80,true,min-anc-min-in-deg_min-ancestors,125,min-ancestors
min-in-deg-min-anc,237,0.75,0.25,0.0,1.0,0,1,100.0,1.0,12,1790032,80,true,min-in-deg-min-anc_min-ancestors,125,min-ancestors
rand,238,0.75,0.25,19.04761904761905,1.0,12,1,100.0,1.0,12,2664112,63,true,rand_min-ancestors,126,min-ancestors
min-in-degree,238,0.75,0.25,19.04761904761905,1.0,12,1,100.0,1.0,12,2705886,63,true,min-in-degree_min-ancestors,126,min-ancestors
max-in-degree,238,0.75,0.25,19.04761904761905,1.0,12,1,100.0,1.0,12,2686152,63,true,max-in-degree_min-ancestors,126,min-ancestors
min-ancestors,238,0.75,0.25,19.04761904761905,1.0,12,1,100.0,1.0,12,2689959,63,true,min-ancestors_min-ancestors,126,min-ancestors
max-ancestors,238,0.75,0.25,19.04761904761905,1.0,12,1,100.0,1.0,12,2693019,63,true,max-ancestors_min-ancestors,126,min-ancestors
min-anc-max-in-deg,238,0.75,0.25,19.04761904761905,1.0,12,1,100.0,1.0,12,2670810,63,true,min-anc-max-in-deg_min-ancestors,126,min-ancestors
max-in-deg-min-anc,238,0.75,0.25,19.04761904761905,1.0,12,1,100.0,1.0,12,2685723,63,true,max-in-deg-min-anc_min-ancestors,126,min-ancestors
min-anc-min-in-deg,238,0.75,0.25,19.04761904761905,1.0,12,1,100.0,1.0,12,2682419,63,true,min-anc-min-in-deg_min-ancestors,126,min-ancestors
min-in-deg-min-anc,238,0.75,0.25,19.04761904761905,1.0,12,1,100.0,1.0,12,2680993,63,true,min-in-deg-min-anc_min-ancestors,126,min-ancestors
rand,239,0.75,0.25,50.0,1.0,1,1,100.0,1.0,12,157270,2,true,rand_min-ancestors,2,min-ancestors
min-in-degree,239,0.75,0.25,50.0,1.0,1,1,100.0,1.0,12,138937,2,true,min-in-degree_min-ancestors,2,min-ancestors
max-in-degree,239,0.75,0.25,50.0,1.0,1,1,100.0,1.0,12,133883,2,true,max-in-degree_min-ancestors,2,min-ancestors
min-ancestors,239,0.75,0.25,50.0,1.0,1,1,100.0,1.0,12,157620,2,true,min-ancestors_min-ancestors,2,min-ancestors
max-ancestors,239,0.75,0.25,50.0,1.0,1,1,100.0,1.0,12,140653,2,true,max-ancestors_min-ancestors,2,min-ancestors
min-anc-max-in-deg,239,0.75,0.25,50.0,1.0,1,1,100.0,1.0,12,145216,2,true,min-anc-max-in-deg_min-ancestors,2,min-ancestors
max-in-deg-min-anc,239,0.75,0.25,50.0,1.0,1,1,100.0,1.0,12,146665,2,true,max-in-deg-min-anc_min-ancestors,2,min-ancestors
min-anc-min-in-deg,239,0.75,0.25,50.0,1.0,1,1,100.0,1.0,12,143880,2,true,min-anc-min-in-deg_min-ancestors,2,min-ancestors
min-in-deg-min-anc,239,0.75,0.25,50.0,1.0,1,1,100.0,1.0,12,150077,2,true,min-in-deg-min-anc_min-ancestors,2,min-ancestors
rand,240,0.75,0.25,12.871287128712869,1.0,26,1,100.0,1.0,12,38266293,202,false,rand_min-ancestors,305,min-ancestors
min-in-degree,240,0.75,0.25,12.871287128712869,1.0,26,1,100.0,1.0,12,41620155,202,false,min-in-degree_min-ancestors,305,min-ancestors
max-in-degree,240,0.75,0.25,12.871287128712869,1.0,26,1,100.0,1.0,12,34515412,202,false,max-in-degree_min-ancestors,305,min-ancestors
min-ancestors,240,0.75,0.25,12.871287128712869,1.0,26,1,100.0,1.0,12,45987335,202,false,min-ancestors_min-ancestors,305,min-ancestors
max-ancestors,240,0.75,0.25,12.871287128712869,1.0,26,1,100.0,1.0,12,44791328,202,false,max-ancestors_min-ancestors,305,min-ancestors
min-anc-max-in-deg,240,0.75,0.25,12.871287128712869,1.0,26,1,100.0,1.0,12,55305738,202,false,min-anc-max-in-deg_min-ancestors,305,min-ancestors
max-in-deg-min-anc,240,0.75,0.25,12.871287128712869,1.0,26,1,100.0,1.0,12,60024611,202,false,max-in-deg-min-anc_min-ancestors,305,min-ancestors
min-anc-min-in-deg,240,0.75,0.25,12.871287128712869,1.0,26,1,100.0,1.0,12,55908125,202,false,min-anc-min-in-deg_min-ancestors,305,min-ancestors
min-in-deg-min-anc,240,0.75,0.25,12.871287128712869,1.0,26,1,100.0,1.0,12,40779219,202,false,min-in-deg-min-anc_min-ancestors,305,min-ancestors
rand,241,0.75,0.25,14.28571428571429,1.2,29,1,100.0,1.0,12,52879956,203,false,rand_min-ancestors,351,min-ancestors
min-in-degree,241,0.75,0.25,14.28571428571429,1.2,29,1,100.0,1.0,12,50640357,203,false,min-in-degree_min-ancestors,351,min-ancestors
max-in-degree,241,0.75,0.25,14.28571428571429,1.2,29,1,100.0,1.0,12,52707447,203,false,max-in-degree_min-ancestors,351,min-ancestors
min-ancestors,241,0.75,0.25,11.822660098522169,1.0,24,1,100.0,1.0,12,37046837,203,false,min-ancestors_min-ancestors,351,min-ancestors
max-ancestors,241,0.75,0.25,14.28571428571429,1.2,29,1,100.0,1.0,12,52423817,203,false,max-ancestors_min-ancestors,351,min-ancestors
min-anc-max-in-deg,241,0.75,0.25,11.822660098522169,1.0,24,1,100.0,1.0,12,36489615,203,false,min-anc-max-in-deg_min-ancestors,351,min-ancestors
max-in-deg-min-anc,241,0.75,0.25,11.822660098522169,1.0,24,1,100.0,1.0,12,38687347,203,false,max-in-deg-min-anc_min-ancestors,351,min-ancestors
min-anc-min-in-deg,241,0.75,0.25,11.822660098522169,1.0,24,1,100.0,1.0,12,36487572,203,false,min-anc-min-in-deg_min-ancestors,351,min-ancestors
min-in-deg-min-anc,241,0.75,0.25,11.822660098522169,1.0,24,1,100.0,1.0,12,36449068,203,false,min-in-deg-min-anc_min-ancestors,351,min-ancestors
rand,242,0.75,0.25,30.72289156626506,1.0,51,1,100.0,1.0,12,69761901,166,true,rand_min-ancestors,282,min-ancestors
min-in-degree,242,0.75,0.25,30.72289156626506,1.0,51,1,100.0,1.0,12,71929120,166,true,min-in-degree_min-ancestors,282,min-ancestors
max-in-degree,242,0.75,0.25,30.72289156626506,1.0,51,1,100.0,1.0,12,73948650,166,true,max-in-degree_min-ancestors,282,min-ancestors
min-ancestors,242,0.75,0.25,30.72289156626506,1.0,51,1,100.0,1.0,12,71761726,166,true,min-ancestors_min-ancestors,282,min-ancestors
max-ancestors,242,0.75,0.25,30.72289156626506,1.0,51,1,100.0,1.0,12,80732621,166,true,max-ancestors_min-ancestors,282,min-ancestors
min-anc-max-in-deg,242,0.75,0.25,30.72289156626506,1.0,51,1,100.0,1.0,12,68186530,166,true,min-anc-max-in-deg_min-ancestors,282,min-ancestors
max-in-deg-min-anc,242,0.75,0.25,30.72289156626506,1.0,51,1,100.0,1.0,12,71916045,166,true,max-in-deg-min-anc_min-ancestors,282,min-ancestors
min-anc-min-in-deg,242,0.75,0.25,30.72289156626506,1.0,51,1,100.0,1.0,12,72581884,166,true,min-anc-min-in-deg_min-ancestors,282,min-ancestors
min-in-deg-min-anc,242,0.75,0.25,30.72289156626506,1.0,51,1,100.0,1.0,12,68984605,166,true,min-in-deg-min-anc_min-ancestors,282,min-ancestors
rand,243,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,17369002,69,false,rand_min-ancestors,119,min-ancestors
min-in-degree,243,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,18086015,69,false,min-in-degree_min-ancestors,119,min-ancestors
max-in-degree,243,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,17199554,69,false,max-in-degree_min-ancestors,119,min-ancestors
min-ancestors,243,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,17351832,69,false,min-ancestors_min-ancestors,119,min-ancestors
max-ancestors,243,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,21057765,69,false,max-ancestors_min-ancestors,119,min-ancestors
min-anc-max-in-deg,243,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,18137615,69,false,min-anc-max-in-deg_min-ancestors,119,min-ancestors
max-in-deg-min-anc,243,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,17971975,69,false,max-in-deg-min-anc_min-ancestors,119,min-ancestors
min-anc-min-in-deg,243,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,17872201,69,false,min-anc-min-in-deg_min-ancestors,119,min-ancestors
min-in-deg-min-anc,243,0.75,0.25,0.0,1.0,0,0,0.0,1.0,12,17873316,69,false,min-in-deg-min-anc_min-ancestors,119,min-ancestors
rand,244,0.75,0.25,0.0,1.0,0,1,100.0,1.0,12,249548,10,true,rand_min-ancestors,10,min-ancestors
min-in-degree,244,0.75,0.25,0.0,1.0,0,1,100.0,1.0,12,229062,10,true,min-in-degree_min-ancestors,10,min-ancestors
max-in-degree,244,0.75,0.25,0.0,1.0,0,1,100.0,1.0,12,225747,10,true,max-in-degree_min-ancestors,10,min-ancestors
min-ancestors,244,0.75,0.25,0.0,1.0,0,1,100.0,1.0,12,227233,10,true,min-ancestors_min-ancestors,10,min-ancestors
max-ancestors,244,0.75,0.25,0.0,1.0,0,1,100.0,1.0,12,223713,10,true,max-ancestors_min-ancestors,10,min-ancestors
min-anc-max-in-deg,244,0.75,0.25,0.0,1.0,0,1,100.0,1.0,12,226901,10,true,min-anc-max-in-deg_min-ancestors,10,min-ancestors
max-in-deg-min-anc,244,0.75,0.25,0.0,1.0,0,1,100.0,1.0,12,237035,10,true,max-in-deg-min-anc_min-ancestors,10,min-ancestors
min-anc-min-in-deg,244,0.75,0.25,0.0,1.0,0,1,100.0,1.0,12,227712,10,true,min-anc-min-in-deg_min-ancestors,10,min-ancestors
min-in-deg-min-anc,244,0.75,0.25,0.0,1.0,0,1,100.0,1.0,12,227934,10,true,min-in-deg-min-anc_min-ancestors,10,min-ancestors
rand,245,0.75,0.25,18.382352941176467,1.0,25,1,100.0,1.0,12,29795777,136,true,rand_min-ancestors,192,min-ancestors
min-in-degree,245,0.75,0.25,18.382352941176467,1.0,25,1,100.0,1.0,12,27200932,136,true,min-in-degree_min-ancestors,192,min-ancestors
max-in-degree,245,0.75,0.25,18.382352941176467,1.0,25,1,100.0,1.0,12,27444925,136,true,max-in-degree_min-ancestors,192,min-ancestors
min-ancestors,245,0.75,0.25,18.382352941176467,1.0,25,1,100.0,1.0,12,28079234,136,true,min-ancestors_min-ancestors,192,min-ancestors
max-ancestors,245,0.75,0.25,18.382352941176467,1.0,25,1,100.0,1.0,12,30581731,136,true,max-ancestors_min-ancestors,192,min-ancestors
min-anc-max-in-deg,245,0.75,0.25,18.382352941176467,1.0,25,1,100.0,1.0,12,34571902,136,true,min-anc-max-in-deg_min-ancestors,192,min-ancestors
max-in-deg-min-anc,245,0.75,0.25,18.382352941176467,1.0,25,1,100.0,1.0,12,55985422,136,true,max-in-deg-min-anc_min-ancestors,192,min-ancestors
min-anc-min-in-deg,245,0.75,0.25,18.382352941176467,1.0,25,1,100.0,1.0,12,54319943,136,true,min-anc-min-in-deg_min-ancestors,192,min-ancestors
min-in-deg-min-anc,245,0.75,0.25,18.382352941176467,1.0,25,1,100.0,1.0,12,38923133,136,true,min-in-deg-min-anc_min-ancestors,192,min-ancestors
