AbduceStrategy,Case,ChanceAnd,ChanceSplit,ChangePct,ChangedRatioMin,Changes,Explained,ExplainedPct,ExplainedRatioMax,Inconsistent,Microseconds,Nodes,Same,Strategy,Strokes,WhiteStrategy
rand,20,0.75,0.25,95.45454545454545,1.0,21,1,100.0,1.0,0,3805172,22,true,rand_min-ancestors,33,min-ancestors
min-in-degree,20,0.75,0.25,95.45454545454545,1.0,21,1,100.0,1.0,0,4245653,22,true,min-in-degree_min-ancestors,33,min-ancestors
max-in-degree,20,0.75,0.25,95.45454545454545,1.0,21,1,100.0,1.0,0,5062289,22,true,max-in-degree_min-ancestors,33,min-ancestors
min-ancestors,20,0.75,0.25,95.45454545454545,1.0,21,1,100.0,1.0,0,5324014,22,true,min-ancestors_min-ancestors,33,min-ancestors
max-ancestors,20,0.75,0.25,95.45454545454545,1.0,21,1,100.0,1.0,0,3784538,22,true,max-ancestors_min-ancestors,33,min-ancestors
min-anc-max-in-deg,20,0.75,0.25,95.45454545454545,1.0,21,1,100.0,1.0,0,4547606,22,true,min-anc-max-in-deg_min-ancestors,33,min-ancestors
max-in-deg-min-anc,20,0.75,0.25,95.45454545454545,1.0,21,1,100.0,1.0,0,3764903,22,true,max-in-deg-min-anc_min-ancestors,33,min-ancestors
min-anc-min-in-deg,20,0.75,0.25,95.45454545454545,1.0,21,1,100.0,1.0,0,3719504,22,true,min-anc-min-in-deg_min-ancestors,33,min-ancestors
min-in-deg-min-anc,20,0.75,0.25,95.45454545454545,1.0,21,1,100.0,1.0,0,3993240,22,true,min-in-deg-min-anc_min-ancestors,33,min-ancestors
rand,21,0.75,0.25,96.15384615384615,2.0,25,1,100.0,1.0,0,6515732,26,false,rand_min-ancestors,52,min-ancestors
min-in-degree,21,0.75,0.25,96.15384615384615,2.0,25,1,100.0,1.0,0,11668922,26,false,min-in-degree_min-ancestors,52,min-ancestors
max-in-degree,21,0.75,0.25,96.15384615384615,2.0,25,1,100.0,1.0,0,10196667,26,false,max-in-degree_min-ancestors,52,min-ancestors
min-ancestors,21,0.75,0.25,46.15384615384615,1.0,12,1,100.0,1.0,0,5805053,26,false,min-ancestors_min-ancestors,52,min-ancestors
max-ancestors,21,0.75,0.25,96.15384615384615,2.0,25,1,100.0,1.0,0,7139256,26,false,max-ancestors_min-ancestors,52,min-ancestors
min-anc-max-in-deg,21,0.75,0.25,46.15384615384615,1.0,12,1,100.0,1.0,0,4406055,26,false,min-anc-max-in-deg_min-ancestors,52,min-ancestors
max-in-deg-min-anc,21,0.75,0.25,46.15384615384615,1.0,12,1,100.0,1.0,0,3983240,26,false,max-in-deg-min-anc_min-ancestors,52,min-ancestors
min-anc-min-in-deg,21,0.75,0.25,46.15384615384615,1.0,12,1,100.0,1.0,0,6750700,26,false,min-anc-min-in-deg_min-ancestors,52,min-ancestors
min-in-deg-min-anc,21,0.75,0.25,46.15384615384615,1.0,12,1,100.0,1.0,0,6839386,26,false,min-in-deg-min-anc_min-ancestors,52,min-ancestors
rand,22,0.75,0.25,97.05882352941177,1.0,33,1,100.0,1.0,0,11729651,34,true,rand_min-ancestors,66,min-ancestors
min-in-degree,22,0.75,0.25,97.05882352941177,1.0,33,1,100.0,1.0,0,11453879,34,true,min-in-degree_min-ancestors,66,min-ancestors
max-in-degree,22,0.75,0.25,97.05882352941177,1.0,33,1,100.0,1.0,0,10304441,34,true,max-in-degree_min-ancestors,66,min-ancestors
min-ancestors,22,0.75,0.25,97.05882352941177,1.0,33,1,100.0,1.0,0,11664460,34,true,min-ancestors_min-ancestors,66,min-ancestors
max-ancestors,22,0.75,0.25,97.05882352941177,1.0,33,1,100.0,1.0,0,15028302,34,true,max-ancestors_min-ancestors,66,min-ancestors
min-anc-max-in-deg,22,0.75,0.25,97.05882352941177,1.0,33,1,100.0,1.0,0,12196751,34,true,min-anc-max-in-deg_min-ancestors,66,min-ancestors
max-in-deg-min-anc,22,0.75,0.25,97.05882352941177,1.0,33,1,100.0,1.0,0,11252925,34,true,max-in-deg-min-anc_min-ancestors,66,min-ancestors
min-anc-min-in-deg,22,0.75,0.25,97.05882352941177,1.0,33,1,100.0,1.0,0,11176881,34,true,min-anc-min-in-deg_min-ancestors,66,min-ancestors
min-in-deg-min-anc,22,0.75,0.25,97.05882352941177,1.0,33,1,100.0,1.0,0,11450753,34,true,min-in-deg-min-anc_min-ancestors,66,min-ancestors
rand,23,0.75,0.25,93.33333333333333,1.0,14,1,100.0,1.0,0,1973911,15,true,rand_min-ancestors,16,min-ancestors
min-in-degree,23,0.75,0.25,93.33333333333333,1.0,14,1,100.0,1.0,0,1952541,15,true,min-in-degree_min-ancestors,16,min-ancestors
max-in-degree,23,0.75,0.25,93.33333333333333,1.0,14,1,100.0,1.0,0,1732803,15,true,max-in-degree_min-ancestors,16,min-ancestors
min-ancestors,23,0.75,0.25,93.33333333333333,1.0,14,1,100.0,1.0,0,1818408,15,true,min-ancestors_min-ancestors,16,min-ancestors
max-ancestors,23,0.75,0.25,93.33333333333333,1.0,14,1,100.0,1.0,0,1659905,15,true,max-ancestors_min-ancestors,16,min-ancestors
min-anc-max-in-deg,23,0.75,0.25,93.33333333333333,1.0,14,1,100.0,1.0,0,1556617,15,true,min-anc-max-in-deg_min-ancestors,16,min-ancestors
max-in-deg-min-anc,23,0.75,0.25,93.33333333333333,1.0,14,1,100.0,1.0,0,1514342,15,true,max-in-deg-min-anc_min-ancestors,16,min-ancestors
min-anc-min-in-deg,23,0.75,0.25,93.33333333333333,1.0,14,1,100.0,1.0,0,1521615,15,true,min-anc-min-in-deg_min-ancestors,16,min-ancestors
min-in-deg-min-anc,23,0.75,0.25,93.33333333333333,1.0,14,1,100.0,1.0,0,1559220,15,true,min-in-deg-min-anc_min-ancestors,16,min-ancestors
rand,24,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,254249,5,true,rand_min-ancestors,5,min-ancestors
min-in-degree,24,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,216463,5,true,min-in-degree_min-ancestors,5,min-ancestors
max-in-degree,24,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,205736,5,true,max-in-degree_min-ancestors,5,min-ancestors
min-ancestors,24,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,231096,5,true,min-ancestors_min-ancestors,5,min-ancestors
max-ancestors,24,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,230077,5,true,max-ancestors_min-ancestors,5,min-ancestors
min-anc-max-in-deg,24,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,248603,5,true,min-anc-max-in-deg_min-ancestors,5,min-ancestors
max-in-deg-min-anc,24,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,224525,5,true,max-in-deg-min-anc_min-ancestors,5,min-ancestors
min-anc-min-in-deg,24,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,216285,5,true,min-anc-min-in-deg_min-ancestors,5,min-ancestors
min-in-deg-min-anc,24,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,242891,5,true,min-in-deg-min-anc_min-ancestors,5,min-ancestors
rand,25,0.75,0.25,91.66666666666667,1.0,11,1,100.0,1.0,0,1677041,12,true,rand_min-ancestors,16,min-ancestors
min-in-degree,25,0.75,0.25,91.66666666666667,1.0,11,1,100.0,1.0,0,4087170,12,true,min-in-degree_min-ancestors,16,min-ancestors
max-in-degree,25,0.75,0.25,91.66666666666667,1.0,11,1,100.0,1.0,0,2797456,12,true,max-in-degree_min-ancestors,16,min-ancestors
min-ancestors,25,0.75,0.25,91.66666666666667,1.0,11,1,100.0,1.0,0,3386923,12,true,min-ancestors_min-ancestors,16,min-ancestors
max-ancestors,25,0.75,0.25,91.66666666666667,1.0,11,1,100.0,1.0,0,2875352,12,true,max-ancestors_min-ancestors,16,min-ancestors
min-anc-max-in-deg,25,0.75,0.25,91.66666666666667,1.0,11,1,100.0,1.0,0,2658799,12,true,min-anc-max-in-deg_min-ancestors,16,min-ancestors
max-in-deg-min-anc,25,0.75,0.25,91.66666666666667,1.0,11,1,100.0,1.0,0,1783092,12,true,max-in-deg-min-anc_min-ancestors,16,min-ancestors
min-anc-min-in-deg,25,0.75,0.25,91.66666666666667,1.0,11,1,100.0,1.0,0,1742105,12,true,min-anc-min-in-deg_min-ancestors,16,min-ancestors
min-in-deg-min-anc,25,0.75,0.25,91.66666666666667,1.0,11,1,100.0,1.0,0,2040824,12,true,min-in-deg-min-anc_min-ancestors,16,min-ancestors
rand,26,0.75,0.25,47.36842105263158,1.0,9,1,100.0,1.0,0,1712304,19,true,rand_min-ancestors,25,min-ancestors
min-in-degree,26,0.75,0.25,47.36842105263158,1.0,9,1,100.0,1.0,0,2053069,19,true,min-in-degree_min-ancestors,25,min-ancestors
max-in-degree,26,0.75,0.25,47.36842105263158,1.0,9,1,100.0,1.0,0,1757545,19,true,max-in-degree_min-ancestors,25,min-ancestors
min-ancestors,26,0.75,0.25,47.36842105263158,1.0,9,1,100.0,1.0,0,1801361,19,true,min-ancestors_min-ancestors,25,min-ancestors
max-ancestors,26,0.75,0.25,47.36842105263158,1.0,9,1,100.0,1.0,0,1782216,19,true,max-ancestors_min-ancestors,25,min-ancestors
min-anc-max-in-deg,26,0.75,0.25,47.36842105263158,1.0,9,1,100.0,1.0,0,1790373,19,true,min-anc-max-in-deg_min-ancestors,25,min-ancestors
max-in-deg-min-anc,26,0.75,0.25,47.36842105263158,1.0,9,1,100.0,1.0,0,1792302,19,true,max-in-deg-min-anc_min-ancestors,25,min-ancestors
min-anc-min-in-deg,26,0.75,0.25,47.36842105263158,1.0,9,1,100.0,1.0,0,1756660,19,true,min-anc-min-in-deg_min-ancestors,25,min-ancestors
min-in-deg-min-anc,26,0.75,0.25,47.36842105263158,1.0,9,1,100.0,1.0,0,1735345,19,true,min-in-deg-min-anc_min-ancestors,25,min-ancestors
rand,27,0.75,0.25,66.66666666666667,1.0,8,1,100.0,1.0,0,844333,12,true,rand_min-ancestors,20,min-ancestors
min-in-degree,27,0.75,0.25,66.66666666666667,1.0,8,1,100.0,1.0,0,987107,12,true,min-in-degree_min-ancestors,20,min-ancestors
max-in-degree,27,0.75,0.25,66.66666666666667,1.0,8,1,100.0,1.0,0,1476299,12,true,max-in-degree_min-ancestors,20,min-ancestors
min-ancestors,27,0.75,0.25,66.66666666666667,1.0,8,1,100.0,1.0,0,1301143,12,true,min-ancestors_min-ancestors,20,min-ancestors
max-ancestors,27,0.75,0.25,66.66666666666667,1.0,8,1,100.0,1.0,0,1243806,12,true,max-ancestors_min-ancestors,20,min-ancestors
min-anc-max-in-deg,27,0.75,0.25,66.66666666666667,1.0,8,1,100.0,1.0,0,1244277,12,true,min-anc-max-in-deg_min-ancestors,20,min-ancestors
max-in-deg-min-anc,27,0.75,0.25,66.66666666666667,1.0,8,1,100.0,1.0,0,1173740,12,true,max-in-deg-min-anc_min-ancestors,20,min-ancestors
min-anc-min-in-deg,27,0.75,0.25,66.66666666666667,1.0,8,1,100.0,1.0,0,1141152,12,true,min-anc-min-in-deg_min-ancestors,20,min-ancestors
min-in-deg-min-anc,27,0.75,0.25,66.66666666666667,1.0,8,1,100.0,1.0,0,873545,12,true,min-in-deg-min-anc_min-ancestors,20,min-ancestors
rand,28,0.75,0.25,90.0,1.0,9,1,100.0,1.0,0,854514,10,true,rand_min-ancestors,12,min-ancestors
min-in-degree,28,0.75,0.25,90.0,1.0,9,1,100.0,1.0,0,844661,10,true,min-in-degree_min-ancestors,12,min-ancestors
max-in-degree,28,0.75,0.25,90.0,1.0,9,1,100.0,1.0,0,841905,10,true,max-in-degree_min-ancestors,12,min-ancestors
min-ancestors,28,0.75,0.25,90.0,1.0,9,1,100.0,1.0,0,904673,10,true,min-ancestors_min-ancestors,12,min-ancestors
max-ancestors,28,0.75,0.25,90.0,1.0,9,1,100.0,1.0,0,1041266,10,true,max-ancestors_min-ancestors,12,min-ancestors
min-anc-max-in-deg,28,0.75,0.25,90.0,1.0,9,1,100.0,1.0,0,1577496,10,true,min-anc-max-in-deg_min-ancestors,12,min-ancestors
max-in-deg-min-anc,28,0.75,0.25,90.0,1.0,9,1,100.0,1.0,0,1575527,10,true,max-in-deg-min-anc_min-ancestors,12,min-ancestors
min-anc-min-in-deg,28,0.75,0.25,90.0,1.0,9,1,100.0,1.0,0,1281135,10,true,min-anc-min-in-deg_min-ancestors,12,min-ancestors
min-in-deg-min-anc,28,0.75,0.25,90.0,1.0,9,1,100.0,1.0,0,1292859,10,true,min-in-deg-min-anc_min-ancestors,12,min-ancestors
rand,29,0.75,0.25,90.0,1.0,18,1,100.0,1.0,0,2678273,20,true,rand_min-ancestors,28,min-ancestors
min-in-degree,29,0.75,0.25,90.0,1.0,18,1,100.0,1.0,0,2419435,20,true,min-in-degree_min-ancestors,28,min-ancestors
max-in-degree,29,0.75,0.25,90.0,1.0,18,1,100.0,1.0,0,2281240,20,true,max-in-degree_min-ancestors,28,min-ancestors
min-ancestors,29,0.75,0.25,90.0,1.0,18,1,100.0,1.0,0,2661145,20,true,min-ancestors_min-ancestors,28,min-ancestors
max-ancestors,29,0.75,0.25,90.0,1.0,18,1,100.0,1.0,0,2280573,20,true,max-ancestors_min-ancestors,28,min-ancestors
min-anc-max-in-deg,29,0.75,0.25,90.0,1.0,18,1,100.0,1.0,0,2309493,20,true,min-anc-max-in-deg_min-ancestors,28,min-ancestors
max-in-deg-min-anc,29,0.75,0.25,90.0,1.0,18,1,100.0,1.0,0,2310810,20,true,max-in-deg-min-anc_min-ancestors,28,min-ancestors
min-anc-min-in-deg,29,0.75,0.25,90.0,1.0,18,1,100.0,1.0,0,2289555,20,true,min-anc-min-in-deg_min-ancestors,28,min-ancestors
min-in-deg-min-anc,29,0.75,0.25,90.0,1.0,18,1,100.0,1.0,0,2226115,20,true,min-in-deg-min-anc_min-ancestors,28,min-ancestors
rand,30,0.75,0.25,85.71428571428571,1.0,6,1,100.0,1.0,0,381983,7,true,rand_min-ancestors,7,min-ancestors
min-in-degree,30,0.75,0.25,85.71428571428571,1.0,6,1,100.0,1.0,0,451958,7,true,min-in-degree_min-ancestors,7,min-ancestors
max-in-degree,30,0.75,0.25,85.71428571428571,1.0,6,1,100.0,1.0,0,499922,7,true,max-in-degree_min-ancestors,7,min-ancestors
min-ancestors,30,0.75,0.25,85.71428571428571,1.0,6,1,100.0,1.0,0,520242,7,true,min-ancestors_min-ancestors,7,min-ancestors
max-ancestors,30,0.75,0.25,85.71428571428571,1.0,6,1,100.0,1.0,0,495236,7,true,max-ancestors_min-ancestors,7,min-ancestors
min-anc-max-in-deg,30,0.75,0.25,85.71428571428571,1.0,6,1,100.0,1.0,0,474376,7,true,min-anc-max-in-deg_min-ancestors,7,min-ancestors
max-in-deg-min-anc,30,0.75,0.25,85.71428571428571,1.0,6,1,100.0,1.0,0,442985,7,true,max-in-deg-min-anc_min-ancestors,7,min-ancestors
min-anc-min-in-deg,30,0.75,0.25,85.71428571428571,1.0,6,1,100.0,1.0,0,461120,7,true,min-anc-min-in-deg_min-ancestors,7,min-ancestors
min-in-deg-min-anc,30,0.75,0.25,85.71428571428571,1.0,6,1,100.0,1.0,0,438228,7,true,min-in-deg-min-anc_min-ancestors,7,min-ancestors
rand,31,0.75,0.25,91.66666666666667,1.0,11,1,100.0,1.0,0,1307377,12,true,rand_min-ancestors,17,min-ancestors
min-in-degree,31,0.75,0.25,91.66666666666667,1.0,11,1,100.0,1.0,0,2255440,12,true,min-in-degree_min-ancestors,17,min-ancestors
max-in-degree,31,0.75,0.25,91.66666666666667,1.0,11,1,100.0,1.0,0,1559051,12,true,max-in-degree_min-ancestors,17,min-ancestors
min-ancestors,31,0.75,0.25,91.66666666666667,1.0,11,1,100.0,1.0,0,1677776,12,true,min-ancestors_min-ancestors,17,min-ancestors
max-ancestors,31,0.75,0.25,91.66666666666667,1.0,11,1,100.0,1.0,0,1646907,12,true,max-ancestors_min-ancestors,17,min-ancestors
min-anc-max-in-deg,31,0.75,0.25,91.66666666666667,1.0,11,1,100.0,1.0,0,1665182,12,true,min-anc-max-in-deg_min-ancestors,17,min-ancestors
max-in-deg-min-anc,31,0.75,0.25,91.66666666666667,1.0,11,1,100.0,1.0,0,1331283,12,true,max-in-deg-min-anc_min-ancestors,17,min-ancestors
min-anc-min-in-deg,31,0.75,0.25,91.66666666666667,1.0,11,1,100.0,1.0,0,1527044,12,true,min-anc-min-in-deg_min-ancestors,17,min-ancestors
min-in-deg-min-anc,31,0.75,0.25,91.66666666666667,1.0,11,1,100.0,1.0,0,1361488,12,true,min-in-deg-min-anc_min-ancestors,17,min-ancestors
rand,32,0.75,0.25,86.79245283018868,2.764705882352941,46,1,100.0,1.0,0,24862822,53,false,rand_min-ancestors,90,min-ancestors
min-in-degree,32,0.75,0.25,96.22641509433963,3.058823529411765,51,1,100.0,1.0,0,23893446,53,false,min-in-degree_min-ancestors,90,min-ancestors
max-in-degree,32,0.75,0.25,96.22641509433963,3.058823529411765,51,1,100.0,1.0,0,22924680,53,false,max-in-degree_min-ancestors,90,min-ancestors
min-ancestors,32,0.75,0.25,86.79245283018868,2.764705882352941,46,1,100.0,1.0,0,33227148,53,false,min-ancestors_min-ancestors,90,min-ancestors
max-ancestors,32,0.75,0.25,96.22641509433963,3.058823529411765,51,1,100.0,1.0,0,32000980,53,false,max-ancestors_min-ancestors,90,min-ancestors
min-anc-max-in-deg,32,0.75,0.25,86.79245283018868,2.764705882352941,46,1,100.0,1.0,0,29145057,53,false,min-anc-max-in-deg_min-ancestors,90,min-ancestors
max-in-deg-min-anc,32,0.75,0.25,30.18867924528302,1.0,16,1,100.0,1.0,0,17446234,53,false,max-in-deg-min-anc_min-ancestors,90,min-ancestors
min-anc-min-in-deg,32,0.75,0.25,86.79245283018868,2.764705882352941,46,1,100.0,1.0,0,27775935,53,false,min-anc-min-in-deg_min-ancestors,90,min-ancestors
min-in-deg-min-anc,32,0.75,0.25,86.79245283018868,2.764705882352941,46,1,100.0,1.0,0,30397026,53,false,min-in-deg-min-anc_min-ancestors,90,min-ancestors
rand,33,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,336781,16,true,rand_min-ancestors,16,min-ancestors
min-in-degree,33,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,399592,16,true,min-in-degree_min-ancestors,16,min-ancestors
max-in-degree,33,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,601930,16,true,max-in-degree_min-ancestors,16,min-ancestors
min-ancestors,33,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,529495,16,true,min-ancestors_min-ancestors,16,min-ancestors
max-ancestors,33,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,397329,16,true,max-ancestors_min-ancestors,16,min-ancestors
min-anc-max-in-deg,33,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,384042,16,true,min-anc-max-in-deg_min-ancestors,16,min-ancestors
max-in-deg-min-anc,33,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,388595,16,true,max-in-deg-min-anc_min-ancestors,16,min-ancestors
min-anc-min-in-deg,33,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,377402,16,true,min-anc-min-in-deg_min-ancestors,16,min-ancestors
min-in-deg-min-anc,33,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,399725,16,true,min-in-deg-min-anc_min-ancestors,16,min-ancestors
rand,34,0.75,0.25,95.0,1.0,19,1,100.0,1.0,0,2433945,20,true,rand_min-ancestors,22,min-ancestors
min-in-degree,34,0.75,0.25,95.0,1.0,19,1,100.0,1.0,0,2591751,20,true,min-in-degree_min-ancestors,22,min-ancestors
max-in-degree,34,0.75,0.25,95.0,1.0,19,1,100.0,1.0,0,2594295,20,true,max-in-degree_min-ancestors,22,min-ancestors
min-ancestors,34,0.75,0.25,95.0,1.0,19,1,100.0,1.0,0,3354247,20,true,min-ancestors_min-ancestors,22,min-ancestors
max-ancestors,34,0.75,0.25,95.0,1.0,19,1,100.0,1.0,0,2736208,20,true,max-ancestors_min-ancestors,22,min-ancestors
min-anc-max-in-deg,34,0.75,0.25,95.0,1.0,19,1,100.0,1.0,0,3013383,20,true,min-anc-max-in-deg_min-ancestors,22,min-ancestors
max-in-deg-min-anc,34,0.75,0.25,95.0,1.0,19,1,100.0,1.0,0,2754076,20,true,max-in-deg-min-anc_min-ancestors,22,min-ancestors
min-anc-min-in-deg,34,0.75,0.25,95.0,1.0,19,1,100.0,1.0,0,3046480,20,true,min-anc-min-in-deg_min-ancestors,22,min-ancestors
min-in-deg-min-anc,34,0.75,0.25,95.0,1.0,19,1,100.0,1.0,0,2770150,20,true,min-in-deg-min-anc_min-ancestors,22,min-ancestors
rand,35,0.75,0.25,44.44444444444444,1.0,8,1,100.0,1.0,0,3096718,18,true,rand_min-ancestors,33,min-ancestors
min-in-degree,35,0.75,0.25,44.44444444444444,1.0,8,1,100.0,1.0,0,2985910,18,true,min-in-degree_min-ancestors,33,min-ancestors
max-in-degree,35,0.75,0.25,44.44444444444444,1.0,8,1,100.0,1.0,0,3101344,18,true,max-in-degree_min-ancestors,33,min-ancestors
min-ancestors,35,0.75,0.25,44.44444444444444,1.0,8,1,100.0,1.0,0,4244055,18,true,min-ancestors_min-ancestors,33,min-ancestors
max-ancestors,35,0.75,0.25,44.44444444444444,1.0,8,1,100.0,1.0,0,3721466,18,true,max-ancestors_min-ancestors,33,min-ancestors
min-anc-max-in-deg,35,0.75,0.25,44.44444444444444,1.0,8,1,100.0,1.0,0,3537660,18,true,min-anc-max-in-deg_min-ancestors,33,min-ancestors
max-in-deg-min-anc,35,0.75,0.25,44.44444444444444,1.0,8,1,100.0,1.0,0,5119423,18,true,max-in-deg-min-anc_min-ancestors,33,min-ancestors
min-anc-min-in-deg,35,0.75,0.25,44.44444444444444,1.0,8,1,100.0,1.0,0,2436177,18,true,min-anc-min-in-deg_min-ancestors,33,min-ancestors
min-in-deg-min-anc,35,0.75,0.25,44.44444444444444,1.0,8,1,100.0,1.0,0,1775473,18,true,min-in-deg-min-anc_min-ancestors,33,min-ancestors
rand,36,0.75,0.25,87.5,1.0,7,1,100.0,1.0,0,851607,8,true,rand_min-ancestors,9,min-ancestors
min-in-degree,36,0.75,0.25,87.5,1.0,7,1,100.0,1.0,0,761057,8,true,min-in-degree_min-ancestors,9,min-ancestors
max-in-degree,36,0.75,0.25,87.5,1.0,7,1,100.0,1.0,0,776980,8,true,max-in-degree_min-ancestors,9,min-ancestors
min-ancestors,36,0.75,0.25,87.5,1.0,7,1,100.0,1.0,0,852482,8,true,min-ancestors_min-ancestors,9,min-ancestors
max-ancestors,36,0.75,0.25,87.5,1.0,7,1,100.0,1.0,0,803383,8,true,max-ancestors_min-ancestors,9,min-ancestors
min-anc-max-in-deg,36,0.75,0.25,87.5,1.0,7,1,100.0,1.0,0,839837,8,true,min-anc-max-in-deg_min-ancestors,9,min-ancestors
max-in-deg-min-anc,36,0.75,0.25,87.5,1.0,7,1,100.0,1.0,0,916600,8,true,max-in-deg-min-anc_min-ancestors,9,min-ancestors
min-anc-min-in-deg,36,0.75,0.25,87.5,1.0,7,1,100.0,1.0,0,1043099,8,true,min-anc-min-in-deg_min-ancestors,9,min-ancestors
min-in-deg-min-anc,36,0.75,0.25,87.5,1.0,7,1,100.0,1.0,0,1770767,8,true,min-in-deg-min-anc_min-ancestors,9,min-ancestors
rand,37,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,2010314,11,true,rand_min-ancestors,21,min-ancestors
min-in-degree,37,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,1869125,11,true,min-in-degree_min-ancestors,21,min-ancestors
max-in-degree,37,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,1982121,11,true,max-in-degree_min-ancestors,21,min-ancestors
min-ancestors,37,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,2123491,11,true,min-ancestors_min-ancestors,21,min-ancestors
max-ancestors,37,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,2174349,11,true,max-ancestors_min-ancestors,21,min-ancestors
min-anc-max-in-deg,37,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,1808293,11,true,min-anc-max-in-deg_min-ancestors,21,min-ancestors
max-in-deg-min-anc,37,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,3585141,11,true,max-in-deg-min-anc_min-ancestors,21,min-ancestors
min-anc-min-in-deg,37,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,2539059,11,true,min-anc-min-in-deg_min-ancestors,21,min-ancestors
min-in-deg-min-anc,37,0.75,0.25,90.9090909090909,1.0,10,1,100.0,1.0,0,1929769,11,true,min-in-deg-min-anc_min-ancestors,21,min-ancestors
rand,38,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,245464,5,true,rand_min-ancestors,5,min-ancestors
min-in-degree,38,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,372192,5,true,min-in-degree_min-ancestors,5,min-ancestors
max-in-degree,38,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,357769,5,true,max-in-degree_min-ancestors,5,min-ancestors
min-ancestors,38,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,346562,5,true,min-ancestors_min-ancestors,5,min-ancestors
max-ancestors,38,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,453680,5,true,max-ancestors_min-ancestors,5,min-ancestors
min-anc-max-in-deg,38,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,374022,5,true,min-anc-max-in-deg_min-ancestors,5,min-ancestors
max-in-deg-min-anc,38,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,382296,5,true,max-in-deg-min-anc_min-ancestors,5,min-ancestors
min-anc-min-in-deg,38,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,415294,5,true,min-anc-min-in-deg_min-ancestors,5,min-ancestors
min-in-deg-min-anc,38,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,356688,5,true,min-in-deg-min-anc_min-ancestors,5,min-ancestors
rand,39,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,290148,12,true,rand_min-ancestors,14,min-ancestors
min-in-degree,39,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,379335,12,true,min-in-degree_min-ancestors,14,min-ancestors
max-in-degree,39,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,361879,12,true,max-in-degree_min-ancestors,14,min-ancestors
min-ancestors,39,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,361053,12,true,min-ancestors_min-ancestors,14,min-ancestors
max-ancestors,39,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,356404,12,true,max-ancestors_min-ancestors,14,min-ancestors
min-anc-max-in-deg,39,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,348161,12,true,min-anc-max-in-deg_min-ancestors,14,min-ancestors
max-in-deg-min-anc,39,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,358825,12,true,max-in-deg-min-anc_min-ancestors,14,min-ancestors
min-anc-min-in-deg,39,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,354008,12,true,min-anc-min-in-deg_min-ancestors,14,min-ancestors
min-in-deg-min-anc,39,0.75,0.25,0.0,1.0,0,1,100.0,1.0,0,347676,12,true,min-in-deg-min-anc_min-ancestors,14,min-ancestors
rand,40,0.75,0.25,96.0,1.0,24,1,100.0,1.0,0,5672490,25,true,rand_min-ancestors,31,min-ancestors
min-in-degree,40,0.75,0.25,96.0,1.0,24,1,100.0,1.0,0,5223050,25,true,min-in-degree_min-ancestors,31,min-ancestors
max-in-degree,40,0.75,0.25,96.0,1.0,24,1,100.0,1.0,0,4662762,25,true,max-in-degree_min-ancestors,31,min-ancestors
